10 Speakers	{"count": 214}
EventTime:2017-09-25 04:08:31.000000	{"count": 1}
EventTime:2017-09-25 04:16:02.000000	{"count": 2}
EventTime:2017-09-25 04:16:05.000000	{"count": 1}
EventTime:2017-09-25 04:16:33.000000	{"count": 1}
EventTime:2017-09-25 04:16:39.000000	{"count": 1}
EventTime:2017-09-25 04:16:42.000000	{"count": 1}
EventTime:2017-09-25 04:17:55.000000	{"count": 2}
EventTime:2017-09-25 04:18:00.000000	{"count": 2}
EventTime:2017-09-25 04:18:05.000000	{"count": 1}
EventTime:2017-09-25 04:19:09.000000	{"count": 2}
EventTime:2017-09-25 04:19:10.000000	{"count": 1}
EventTime:2017-09-25 04:19:22.000000	{"count": 3}
EventTime:2017-09-25 04:19:33.000000	{"count": 1}
EventTime:2017-09-25 04:19:35.000000	{"count": 1}
EventTime:2017-09-25 04:19:38.000000	{"count": 1}
EventTime:2017-09-25 04:20:04.000000	{"count": 2}
EventTime:2017-09-25 04:20:07.000000	{"count": 1}
EventTime:2017-09-25 04:20:13.000000	{"count": 1}
EventTime:2017-09-25 04:20:36.000000	{"count": 1}
EventTime:2017-09-25 04:20:39.000000	{"count": 1}
EventTime:2017-09-25 04:22:05.000000	{"count": 2}
EventTime:2017-09-25 04:22:08.000000	{"count": 1}
EventTime:2017-09-25 04:22:10.000000	{"count": 1}
EventTime:2017-09-25 04:22:14.000000	{"count": 2}
EventTime:2017-09-25 04:22:19.000000	{"count": 1}
EventTime:2017-09-25 04:22:28.000000	{"count": 2}
EventTime:2017-09-25 04:22:29.000000	{"count": 1}
EventTime:2017-09-25 04:22:30.000000	{"count": 1}
EventTime:2017-09-25 04:22:31.000000	{"count": 1}
EventTime:2017-09-25 04:22:32.000000	{"count": 2}
EventTime:2017-09-25 04:22:35.000000	{"count": 1}
EventTime:2017-09-25 04:22:38.000000	{"count": 2}
EventTime:2017-09-25 04:22:39.000000	{"count": 1}
EventTime:2017-09-25 04:22:57.000000	{"count": 1}
EventTime:2017-09-25 04:23:07.000000	{"count": 1}
EventTime:2017-09-25 04:35:53.000000	{"count": 2}
EventTime:2017-09-25 04:35:59.000000	{"count": 1}
EventTime:2017-09-25 04:36:00.000000	{"count": 2}
EventTime:2017-09-25 04:36:01.000000	{"count": 1}
EventTime:2017-09-25 04:36:11.000000	{"count": 1}
EventTime:2017-09-25 04:36:12.000000	{"count": 1}
EventTime:2017-09-25 04:36:14.000000	{"count": 1}
EventTime:2017-09-25 04:36:15.000000	{"count": 2}
EventTime:2017-09-25 04:36:17.000000	{"count": 2}
EventTime:2017-09-25 04:36:19.000000	{"count": 1}
EventTime:2017-09-25 04:36:24.000000	{"count": 2}
EventTime:2017-09-25 04:36:25.000000	{"count": 2}
EventTime:2017-09-25 04:36:26.000000	{"count": 2}
EventTime:2017-09-25 04:36:27.000000	{"count": 1}
EventTime:2017-09-25 05:00:23.000000	{"count": 2}
EventTime:2017-09-25 05:00:27.000000	{"count": 1}
EventTime:2017-09-25 05:00:29.000000	{"count": 1}
EventTime:2017-09-25 05:08:33.000000	{"count": 2}
EventTime:2017-09-25 05:14:30.000000	{"count": 1}
EventTime:2017-09-25 05:14:31.000000	{"count": 3}
EventTime:2017-09-25 05:15:28.000000	{"count": 2}
EventTime:2017-09-25 05:15:36.000000	{"count": 1}
EventTime:2017-09-25 05:15:42.000000	{"count": 1}
EventTime:2017-09-25 05:15:43.000000	{"count": 1}
EventTime:2017-09-25 05:16:14.000000	{"count": 1}
EventTime:2017-09-25 05:16:19.000000	{"count": 2}
EventTime:2017-09-25 05:16:24.000000	{"count": 1}
EventTime:2017-09-25 05:16:33.000000	{"count": 1}
EventTime:2017-09-25 05:16:36.000000	{"count": 1}
EventTime:2017-09-25 05:16:41.000000	{"count": 1}
EventTime:2017-09-25 05:16:42.000000	{"count": 1}
EventTime:2017-09-25 05:16:46.000000	{"count": 1}
EventTime:2017-09-25 05:16:53.000000	{"count": 1}
EventTime:2017-09-25 05:17:00.000000	{"count": 2}
EventTime:2017-09-25 05:17:01.000000	{"count": 1}
EventTime:2017-09-25 05:17:17.000000	{"count": 1}
EventTime:2017-09-25 05:17:24.000000	{"count": 1}
EventTime:2017-09-25 05:17:50.000000	{"count": 1}
EventTime:2017-09-25 05:21:29.000000	{"count": 1}
EventTime:2017-09-25 05:21:30.000000	{"count": 1}
EventTime:2017-09-25 05:21:32.000000	{"count": 1}
EventTime:2017-09-25 05:21:35.000000	{"count": 1}
EventTime:2017-09-25 05:21:47.000000	{"count": 1}
EventTime:2017-09-25 05:36:10.000000	{"count": 1}
EventTime:2017-09-25 05:36:14.000000	{"count": 1}
EventTime:2017-09-25 05:36:27.000000	{"count": 2}
EventTime:2017-09-25 05:36:28.000000	{"count": 1}
EventTime:2017-09-25 05:40:27.000000	{"count": 2}
EventTime:2017-09-25 05:40:36.000000	{"count": 1}
EventTime:2017-09-25 05:40:45.000000	{"count": 1}
EventTime:2017-09-25 05:41:39.000000	{"count": 1}
EventTime:2017-09-25 05:41:40.000000	{"count": 1}
EventTime:2017-09-25 05:41:42.000000	{"count": 1}
EventTime:2017-09-25 05:41:51.000000	{"count": 1}
EventTime:2017-09-25 05:41:53.000000	{"count": 2}
EventTime:2017-09-25 05:41:55.000000	{"count": 1}
EventTime:2017-09-25 05:41:59.000000	{"count": 1}
EventTime:2017-09-25 05:42:24.000000	{"count": 1}
EventTime:2017-09-25 05:42:25.000000	{"count": 1}
EventTime:2017-09-25 05:42:28.000000	{"count": 1}
EventTime:2017-09-25 05:42:32.000000	{"count": 1}
EventTime:2017-09-25 05:42:34.000000	{"count": 1}
EventTime:2017-09-25 05:43:03.000000	{"count": 2}
EventTime:2017-09-25 05:43:04.000000	{"count": 1}
EventTime:2017-09-25 05:43:10.000000	{"count": 1}
EventTime:2017-09-25 05:43:17.000000	{"count": 1}
EventTime:2017-09-25 05:43:20.000000	{"count": 1}
EventTime:2017-09-25 05:43:25.000000	{"count": 1}
EventTime:2017-09-25 05:43:26.000000	{"count": 1}
EventTime:2017-09-25 05:43:34.000000	{"count": 1}
EventTime:2017-09-25 05:43:35.000000	{"count": 1}
EventTime:2017-09-25 05:43:40.000000	{"count": 3}
EventTime:2017-09-25 05:43:41.000000	{"count": 2}
EventTime:2017-09-25 05:43:44.000000	{"count": 1}
EventTime:2017-09-25 05:44:29.000000	{"count": 1}
EventTime:2017-09-25 05:44:30.000000	{"count": 3}
EventTime:2017-09-25 05:44:34.000000	{"count": 1}
EventTime:2017-09-25 05:44:43.000000	{"count": 2}
EventTime:2017-09-25 05:44:44.000000	{"count": 1}
EventTime:2017-09-25 05:44:46.000000	{"count": 1}
EventTime:2017-09-25 05:44:48.000000	{"count": 2}
EventTime:2017-09-25 05:45:17.000000	{"count": 5}
EventTime:2017-09-25 05:45:59.000000	{"count": 2}
EventTime:2017-09-25 05:46:08.000000	{"count": 2}
EventTime:2017-09-25 05:46:15.000000	{"count": 1}
EventTime:2017-09-25 05:46:34.000000	{"count": 1}
EventTime:2017-09-25 05:47:13.000000	{"count": 1}
EventTime:2017-09-25 05:47:14.000000	{"count": 1}
EventTime:2017-09-25 05:47:56.000000	{"count": 2}
EventTime:2017-09-25 05:47:57.000000	{"count": 1}
EventTime:2017-09-25 05:47:59.000000	{"count": 2}
EventTime:2017-09-25 05:48:22.000000	{"count": 1}
EventTime:2017-09-25 05:48:37.000000	{"count": 2}
EventTime:2017-09-25 05:48:40.000000	{"count": 1}
EventTime:2017-09-25 05:48:42.000000	{"count": 1}
EventTime:2017-09-25 05:48:53.000000	{"count": 1}
EventTime:2017-09-25 05:49:01.000000	{"count": 1}
EventTime:2017-09-25 05:49:02.000000	{"count": 1}
EventTime:2017-09-25 05:49:03.000000	{"count": 1}
EventTime:2017-09-25 05:49:04.000000	{"count": 2}
EventTime:2017-09-25 05:49:49.000000	{"count": 2}
EventTime:2017-09-25 05:49:55.000000	{"count": 2}
EventTime:2017-09-25 05:50:10.000000	{"count": 1}
EventTime:2017-09-25 05:50:35.000000	{"count": 2}
EventTime:2017-09-25 05:50:36.000000	{"count": 1}
EventTime:2017-09-25 05:50:37.000000	{"count": 3}
EventTime:2017-09-25 05:50:38.000000	{"count": 1}
EventTime:2017-09-25 05:50:39.000000	{"count": 3}
EventTime:2017-09-25 05:50:42.000000	{"count": 1}
EventTime:2017-09-25 05:50:49.000000	{"count": 1}
EventTime:2017-09-25 05:50:50.000000	{"count": 1}
EventTime:2017-09-25 05:51:47.000000	{"count": 3}
EventTime:2017-09-25 05:51:51.000000	{"count": 1}
EventTime:2017-09-25 05:52:02.000000	{"count": 2}
EventTime:2017-09-25 05:52:03.000000	{"count": 1}
EventTime:2017-09-25 05:52:04.000000	{"count": 1}
EventTime:2017-09-25 05:52:05.000000	{"count": 1}
EventTime:2017-09-25 05:52:06.000000	{"count": 2}
EventTime:2017-09-25 05:52:08.000000	{"count": 2}
EventTime:2017-09-25 05:52:16.000000	{"count": 1}
EventTime:2017-09-25 05:52:17.000000	{"count": 1}
EventTime:2017-09-25 05:52:18.000000	{"count": 1}
EventTime:2017-09-25 05:52:25.000000	{"count": 1}
EventTime:2017-09-25 05:52:26.000000	{"count": 2}
EventTime:2017-09-25 05:52:50.000000	{"count": 1}
EventTime:2017-09-25 05:53:03.000000	{"count": 1}
EventTime:2017-09-25 05:54:36.000000	{"count": 2}
EventTime:2017-09-25 05:54:58.000000	{"count": 1}
EventTime:2017-09-25 05:55:00.000000	{"count": 2}
EventTime:2017-09-25 05:55:05.000000	{"count": 1}
EventTime:2017-09-25 05:55:19.000000	{"count": 1}
EventTime:2017-09-25 05:55:26.000000	{"count": 2}
EventTime:2017-09-25 05:55:30.000000	{"count": 3}
EventTime:2017-09-25 05:55:33.000000	{"count": 1}
EventTime:2017-09-25 05:55:42.000000	{"count": 1}
EventTime:2017-09-25 05:55:44.000000	{"count": 1}
EventTime:2017-09-25 05:55:50.000000	{"count": 1}
EventTime:2017-09-25 05:56:03.000000	{"count": 1}
EventTime:2017-09-25 05:56:18.000000	{"count": 1}
EventTime:2017-09-25 05:56:19.000000	{"count": 2}
EventTime:2017-09-25 05:56:34.000000	{"count": 2}
EventTime:2017-09-25 05:56:37.000000	{"count": 1}
EventTime:2017-09-25 05:56:40.000000	{"count": 1}
EventTime:2017-09-25 05:56:47.000000	{"count": 2}
EventTime:2017-09-25 05:56:52.000000	{"count": 1}
EventTime:2017-09-25 05:56:53.000000	{"count": 1}
EventTime:2017-09-25 05:56:57.000000	{"count": 1}
EventTime:2017-09-25 05:57:03.000000	{"count": 1}
EventTime:2017-09-25 05:57:05.000000	{"count": 1}
EventTime:2017-09-25 05:57:25.000000	{"count": 2}
EventTime:2017-09-25 05:57:26.000000	{"count": 1}
EventTime:2017-09-25 05:57:27.000000	{"count": 2}
EventTime:2017-09-25 05:57:29.000000	{"count": 1}
EventTime:2017-09-25 05:57:36.000000	{"count": 1}
EventTime:2017-09-25 05:57:39.000000	{"count": 3}
EventTime:2017-09-25 05:57:57.000000	{"count": 1}
EventTime:2017-09-25 05:58:01.000000	{"count": 1}
EventTime:2017-09-25 05:58:03.000000	{"count": 1}
EventTime:2017-09-25 05:58:07.000000	{"count": 1}
EventTime:2017-09-25 05:58:22.000000	{"count": 1}
EventTime:2017-09-25 05:58:39.000000	{"count": 1}
EventTime:2017-09-25 06:02:37.000000	{"count": 3}
EventTime:2017-09-25 06:02:46.000000	{"count": 1}
EventTime:2017-09-25 06:02:47.000000	{"count": 2}
EventTime:2017-09-25 06:03:00.000000	{"count": 1}
EventTime:2017-09-25 06:03:02.000000	{"count": 1}
EventTime:2017-09-25 06:03:04.000000	{"count": 1}
EventTime:2017-09-25 06:03:05.000000	{"count": 2}
EventTime:2017-09-25 06:03:10.000000	{"count": 1}
EventTime:2017-09-25 06:03:11.000000	{"count": 1}
EventTime:2017-09-25 06:03:27.000000	{"count": 2}
EventTime:2017-09-25 06:03:30.000000	{"count": 1}
EventTime:2017-09-25 06:03:52.000000	{"count": 1}
EventTime:2017-09-25 06:04:04.000000	{"count": 1}
EventTime:2017-09-25 06:04:08.000000	{"count": 1}
EventTime:2017-09-25 06:04:13.000000	{"count": 1}
EventTime:2017-09-25 06:04:22.000000	{"count": 1}
EventTime:2017-09-25 06:04:24.000000	{"count": 3}
EventTime:2017-09-25 06:04:25.000000	{"count": 1}
EventTime:2017-09-25 06:04:27.000000	{"count": 1}
EventTime:2017-09-25 06:04:30.000000	{"count": 1}
EventTime:2017-09-25 06:04:36.000000	{"count": 1}
EventTime:2017-09-25 06:04:43.000000	{"count": 1}
EventTime:2017-09-25 06:05:26.000000	{"count": 1}
EventTime:2017-09-25 06:05:47.000000	{"count": 3}
EventTime:2017-09-25 06:05:49.000000	{"count": 2}
EventTime:2017-09-25 06:05:51.000000	{"count": 1}
EventTime:2017-09-25 06:06:22.000000	{"count": 2}
EventTime:2017-09-25 06:06:24.000000	{"count": 1}
EventTime:2017-09-25 06:06:25.000000	{"count": 1}
EventTime:2017-09-25 06:06:41.000000	{"count": 1}
EventTime:2017-09-25 06:06:49.000000	{"count": 1}
EventTime:2017-09-25 06:09:13.000000	{"count": 2}
EventTime:2017-09-25 06:09:19.000000	{"count": 1}
EventTime:2017-09-25 06:09:45.000000	{"count": 1}
EventTime:2017-09-25 06:09:47.000000	{"count": 1}
EventTime:2017-09-25 06:09:59.000000	{"count": 1}
EventTime:2017-09-25 06:10:06.000000	{"count": 1}
EventTime:2017-09-25 06:10:09.000000	{"count": 1}
EventTime:2017-09-25 06:10:47.000000	{"count": 2}
EventTime:2017-09-25 06:10:48.000000	{"count": 2}
EventTime:2017-09-25 06:10:51.000000	{"count": 1}
EventTime:2017-09-25 06:10:55.000000	{"count": 2}
EventTime:2017-09-25 06:10:57.000000	{"count": 1}
EventTime:2017-09-25 06:11:04.000000	{"count": 2}
EventTime:2017-09-25 06:11:09.000000	{"count": 2}
EventTime:2017-09-25 06:11:10.000000	{"count": 2}
EventTime:2017-09-25 06:11:11.000000	{"count": 1}
EventTime:2017-09-25 06:11:12.000000	{"count": 2}
EventTime:2017-09-25 06:11:14.000000	{"count": 1}
EventTime:2017-09-25 06:11:15.000000	{"count": 1}
EventTime:2017-09-25 06:11:17.000000	{"count": 1}
EventTime:2017-09-25 06:11:19.000000	{"count": 1}
EventTime:2017-09-25 06:11:20.000000	{"count": 1}
EventTime:2017-09-25 06:11:23.000000	{"count": 1}
EventTime:2017-09-25 06:11:27.000000	{"count": 1}
EventTime:2017-09-25 06:11:29.000000	{"count": 1}
EventTime:2017-09-25 06:11:33.000000	{"count": 2}
EventTime:2017-09-25 06:11:34.000000	{"count": 1}
EventTime:2017-09-25 06:11:37.000000	{"count": 1}
EventTime:2017-09-25 06:11:38.000000	{"count": 1}
EventTime:2017-09-25 06:12:50.000000	{"count": 2}
EventTime:2017-09-25 06:12:51.000000	{"count": 1}
EventTime:2017-09-25 06:12:54.000000	{"count": 1}
EventTime:2017-09-25 06:12:55.000000	{"count": 2}
EventTime:2017-09-25 06:13:10.000000	{"count": 1}
EventTime:2017-09-25 06:13:13.000000	{"count": 1}
EventTime:2017-09-25 06:13:32.000000	{"count": 1}
EventTime:2017-09-25 06:13:33.000000	{"count": 1}
EventTime:2017-09-25 06:13:36.000000	{"count": 1}
EventTime:2017-09-25 06:13:38.000000	{"count": 1}
EventTime:2017-09-25 06:13:42.000000	{"count": 1}
EventTime:2017-09-25 06:18:26.000000	{"count": 2}
EventTime:2017-09-25 06:18:28.000000	{"count": 1}
EventTime:2017-09-25 06:18:32.000000	{"count": 1}
EventTime:2017-09-25 06:18:33.000000	{"count": 1}
EventTime:2017-09-25 06:18:35.000000	{"count": 1}
EventTime:2017-09-25 06:18:36.000000	{"count": 1}
EventTime:2017-09-25 06:19:22.000000	{"count": 1}
EventTime:2017-09-25 06:19:25.000000	{"count": 1}
EventTime:2017-09-25 06:19:29.000000	{"count": 1}
EventTime:2017-09-25 06:19:34.000000	{"count": 1}
EventTime:2017-09-25 06:19:40.000000	{"count": 1}
EventTime:2017-09-25 06:19:42.000000	{"count": 1}
EventTime:2017-09-25 06:21:02.000000	{"count": 2}
EventTime:2017-09-25 06:21:05.000000	{"count": 1}
EventTime:2017-09-25 06:21:12.000000	{"count": 2}
EventTime:2017-09-25 06:21:22.000000	{"count": 1}
EventTime:2017-09-25 06:21:24.000000	{"count": 1}
EventTime:2017-09-25 06:21:25.000000	{"count": 2}
EventTime:2017-09-25 06:21:28.000000	{"count": 1}
EventTime:2017-09-25 06:21:52.000000	{"count": 1}
EventTime:2017-09-25 06:23:40.000000	{"count": 1}
EventTime:2017-09-25 06:24:39.000000	{"count": 1}
EventTime:2017-09-25 06:24:41.000000	{"count": 1}
EventTime:2017-09-25 06:24:45.000000	{"count": 3}
EventTime:2017-09-25 06:24:46.000000	{"count": 1}
EventTime:2017-09-25 06:24:49.000000	{"count": 1}
EventTime:2017-09-25 06:24:52.000000	{"count": 1}
EventTime:2017-09-25 06:25:01.000000	{"count": 1}
EventTime:2017-09-25 06:25:02.000000	{"count": 1}
EventTime:2017-09-25 06:25:21.000000	{"count": 1}
EventTime:2017-09-25 06:25:45.000000	{"count": 1}
EventTime:2017-09-25 06:25:46.000000	{"count": 1}
EventTime:2017-09-25 06:25:52.000000	{"count": 1}
EventTime:2017-09-25 06:25:53.000000	{"count": 2}
EventTime:2017-09-25 06:25:58.000000	{"count": 1}
EventTime:2017-09-25 06:26:08.000000	{"count": 2}
EventTime:2017-09-25 06:26:09.000000	{"count": 1}
EventTime:2017-09-25 06:26:15.000000	{"count": 1}
EventTime:2017-09-25 06:26:22.000000	{"count": 2}
EventTime:2017-09-25 06:26:23.000000	{"count": 1}
EventTime:2017-09-25 06:26:27.000000	{"count": 1}
EventTime:2017-09-25 06:26:44.000000	{"count": 1}
EventTime:2017-09-25 06:26:48.000000	{"count": 2}
EventTime:2017-09-25 06:26:49.000000	{"count": 1}
EventTime:2017-09-25 06:26:51.000000	{"count": 1}
EventTime:2017-09-25 06:26:56.000000	{"count": 1}
EventTime:2017-09-25 06:27:00.000000	{"count": 1}
EventTime:2017-09-25 06:27:02.000000	{"count": 3}
EventTime:2017-09-25 06:27:03.000000	{"count": 3}
EventTime:2017-09-25 06:27:07.000000	{"count": 3}
EventTime:2017-09-25 06:27:10.000000	{"count": 1}
EventTime:2017-09-25 06:27:11.000000	{"count": 1}
EventTime:2017-09-25 06:27:13.000000	{"count": 1}
EventTime:2017-09-25 06:27:14.000000	{"count": 2}
EventTime:2017-09-25 06:27:15.000000	{"count": 1}
EventTime:2017-09-25 06:27:17.000000	{"count": 5}
EventTime:2017-09-25 06:27:18.000000	{"count": 3}
EventTime:2017-09-25 06:27:19.000000	{"count": 1}
EventTime:2017-09-25 06:27:21.000000	{"count": 2}
EventTime:2017-09-25 06:27:26.000000	{"count": 2}
EventTime:2017-09-25 06:27:35.000000	{"count": 3}
EventTime:2017-09-25 06:27:36.000000	{"count": 1}
EventTime:2017-09-25 06:27:37.000000	{"count": 1}
EventTime:2017-09-25 06:27:39.000000	{"count": 1}
EventTime:2017-09-25 06:27:40.000000	{"count": 2}
EventTime:2017-09-25 06:27:42.000000	{"count": 1}
EventTime:2017-09-25 06:27:44.000000	{"count": 1}
EventTime:2017-09-25 06:27:49.000000	{"count": 1}
EventTime:2017-09-25 06:27:54.000000	{"count": 2}
EventTime:2017-09-25 06:27:56.000000	{"count": 1}
EventTime:2017-09-25 06:28:07.000000	{"count": 1}
EventTime:2017-09-25 06:28:11.000000	{"count": 1}
EventTime:2017-09-25 06:28:13.000000	{"count": 1}
EventTime:2017-09-25 06:28:31.000000	{"count": 1}
EventTime:2017-09-25 06:30:10.000000	{"count": 2}
EventTime:2017-09-25 06:30:15.000000	{"count": 1}
EventTime:2017-09-25 06:30:22.000000	{"count": 1}
EventTime:2017-09-25 06:30:23.000000	{"count": 1}
EventTime:2017-09-25 06:30:27.000000	{"count": 1}
EventTime:2017-09-25 06:30:28.000000	{"count": 1}
EventTime:2017-09-25 06:30:31.000000	{"count": 1}
EventTime:2017-09-25 06:31:06.000000	{"count": 1}
EventTime:2017-09-25 06:31:07.000000	{"count": 1}
EventTime:2017-09-25 06:31:15.000000	{"count": 1}
EventTime:2017-09-25 06:31:18.000000	{"count": 1}
EventTime:2017-09-25 06:31:24.000000	{"count": 1}
EventTime:2017-09-25 06:31:30.000000	{"count": 1}
EventTime:2017-09-25 06:33:16.000000	{"count": 1}
EventTime:2017-09-25 06:33:17.000000	{"count": 1}
EventTime:2017-09-25 06:33:19.000000	{"count": 1}
EventTime:2017-09-25 06:33:33.000000	{"count": 1}
EventTime:2017-09-25 06:33:57.000000	{"count": 2}
EventTime:2017-09-25 06:33:58.000000	{"count": 1}
EventTime:2017-09-25 06:34:21.000000	{"count": 1}
EventTime:2017-09-25 06:35:29.000000	{"count": 1}
EventTime:2017-09-25 06:35:30.000000	{"count": 1}
EventTime:2017-09-25 06:35:31.000000	{"count": 2}
EventTime:2017-09-25 06:35:39.000000	{"count": 1}
EventTime:2017-09-25 06:35:46.000000	{"count": 2}
EventTime:2017-09-25 06:35:47.000000	{"count": 1}
EventTime:2017-09-25 06:36:07.000000	{"count": 1}
EventTime:2017-09-25 06:36:18.000000	{"count": 1}
EventTime:2017-09-25 06:36:21.000000	{"count": 1}
EventTime:2017-09-25 06:36:22.000000	{"count": 1}
EventTime:2017-09-25 06:36:23.000000	{"count": 1}
EventTime:2017-09-25 06:36:24.000000	{"count": 1}
EventTime:2017-09-25 06:41:05.000000	{"count": 2}
EventTime:2017-09-25 06:41:08.000000	{"count": 1}
EventTime:2017-09-25 06:41:17.000000	{"count": 1}
EventTime:2017-09-25 06:41:21.000000	{"count": 1}
EventTime:2017-09-25 06:42:55.000000	{"count": 2}
EventTime:2017-09-25 06:42:58.000000	{"count": 1}
EventTime:2017-09-25 06:43:04.000000	{"count": 2}
EventTime:2017-09-25 06:43:17.000000	{"count": 1}
EventTime:2017-09-25 06:43:19.000000	{"count": 1}
EventTime:2017-09-25 06:43:22.000000	{"count": 1}
EventTime:2017-09-25 06:43:23.000000	{"count": 2}
EventTime:2017-09-25 06:43:30.000000	{"count": 2}
EventTime:2017-09-25 06:43:33.000000	{"count": 1}
EventTime:2017-09-25 06:43:40.000000	{"count": 1}
EventTime:2017-09-25 06:43:42.000000	{"count": 1}
EventTime:2017-09-25 06:43:43.000000	{"count": 1}
EventTime:2017-09-25 06:43:46.000000	{"count": 2}
EventTime:2017-09-25 06:43:47.000000	{"count": 1}
EventTime:2017-09-25 06:43:55.000000	{"count": 1}
EventTime:2017-09-25 06:43:59.000000	{"count": 1}
EventTime:2017-09-25 06:44:00.000000	{"count": 1}
EventTime:2017-09-25 06:44:01.000000	{"count": 1}
EventTime:2017-09-25 06:44:03.000000	{"count": 1}
EventTime:2017-09-25 06:44:06.000000	{"count": 1}
EventTime:2017-09-25 06:44:08.000000	{"count": 1}
EventTime:2017-09-25 06:44:09.000000	{"count": 1}
